objectid,site_oid,muni_id,municipal,type_id,subtype_id,commtype,county,subregion,hsubmkt,transittyp,nparcels,parcelids,parceladdr,highway,statname,stattyp,busstop,land_value,bldg_value,othr_value,total_valu,bldlnd_rat,yr_built,buildar_ac,landv_pac,totvalpacr,sitearea_a,imppreac,pavear_ac,dstswrft,walkscore,pub_ind,noncarcmtp,jobs45tr,jobs30car,ch21e_p,aulsite_p,fz100_p,fz500_p,excl_p,z2wpa_p,opensp_p,wtlnd100_p,estcapres,estcapmix,taxrv_pre,taxrv_post,far_pre,hlthcmscr,hlthwtscr,travchscr,grwtpotscr,ovscr,scrcat,taxrevchg,munirank,regirank,munpctile,munqntile,regipctile,long,lat,shape
2185,6262.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000,Town & Village,1.00000000,[936765],18 FILOMENA ST, ,East Weymouth,Commuter Rail, ,153700.00000000,278500.00000000,0.00000000,432200.00000000,1.81000000,1970.00000000,0.35000000,741923.00000000,868556.70501360,0.50000000,35.57000000,0.10000000,11.00000000,65.00000000,1.00000000,14.10000000,27071.00000000,248514.00000000,0.00000000,0.00000000,0.00000000,0.00000000,30.10000000,0.00000000,0.00000000,0.00000000,17.00000000,11.00000000,8082.00000000,49496.00000000,0.53000000,0.76000000,1.00000000,0.64000000,0.15000000,2.54000000,1.00000000,41414.00000000,68.00000000,2703.00000000,30.90000000,2.00000000,10.90000000,-70.93068379,42.21757115,5200000008000000080010006A6900003601000001100004819CC695B415B9C3ACFCA3118CCE16AAA215D0A50FB0AB1FC2FE1EC8910DF6B109C89F07ECAC15DE9410A0E821FAD52888CB148ECC180000F200
2186,5887.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,1.00000000,[937451],1212 WASHINGTON ST,53, , , ,200200.00000000,505200.00000000,20200.00000000,725600.00000000,2.52000000,1989.00000000,0.43000000,741923.00000000,1679870.01563802,0.43000000,35.44000000,0.23000000,44.00000000,52.00000000,0.00000000,5.40000000,15441.00000000,266259.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,22.00000000,18.00000000,13569.00000000,65543.00000000,0.27000000,0.69000000,1.00000000,0.62000000,0.21000000,2.53000000,1.00000000,51974.00000000,73.00000000,2738.00000000,25.80000000,2.00000000,9.80000000,-70.92670987,42.19630497,760000000F000000080010006A6900009A01000001100004B581E298B415A1A3DFE5A3119AD601A0179ED001962FA2CA018A47A6BB01805FAEAC01B28201B89A01AE8E01808601A6A60180DA0FB8AD14908F08B8B009D6A737AAE71AE69214C2EE298CAF26CEC11390C501DE46AAE1018E0A00000000
2187,5330.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000,Suburban Transformation,1.00000000,[934996],1255 MAIN ST,18,South Weymouth,Commuter Rail, ,240400.00000000,742000.00000000,41500.00000000,1023900.00000000,3.09000000,1973.00000000,0.77000000,741923.00000000,964915.22976560,1.06000000,92.03000000,0.69000000,0.00000000,38.00000000,0.00000000,11.70000000,5711.00000000,276082.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.70000000,0.00000000,0.00000000,64.20000000,41.00000000,34.00000000,19147.00000000,117831.00000000,0.21000000,0.64000000,0.84000000,0.60000000,0.39000000,2.53000000,1.00000000,98684.00000000,72.00000000,2733.00000000,26.80000000,2.00000000,9.90000000,-70.95569628,42.16130330,690000000D000000080010006A6900008D0100000110000489A3B682B415AFCBF9C0A311D819BC9A11C4BA48D8BB07D8B905CA49F6AE09C8A901BC9B05D0E617B2AB0BCAD532BA8D0AA27CB0F005AC268A8114CE7AB2F723E2CC04FE0394DE04EC7F969342000000F2
2188,6264.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,2.00000000,[941544 945283],172 - 174 MIDDLE ST, , , , ,311700.00000000,752600.00000000,6300.00000000,1070600.00000000,2.41000000,1935.00000000,0.44000000,741923.00000000,2414913.19067252,0.44000000,38.33000000,0.19000000,30.00000000,48.00000000,1.00000000,14.10000000,27071.00000000,250560.00000000,0.00000000,22.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,23.00000000,18.00000000,20020.00000000,67272.00000000,0.60000000,0.64000000,1.00000000,0.65000000,0.23000000,2.53000000,1.00000000,47251.00000000,71.00000000,2730.00000000,27.80000000,2.00000000,10.00000000,-70.93644589,42.21775501,660000000C000000080010006A6900008A010000011000048DF48D91B4159F91D3FCA3119EA202A0A114C2E80D88A902E8EB27949105E615D4C304DE08CEF001E825DCC609EE48EAFA04EA8403DCC61AB6A504EE8604BCA630DCEE049EF50292D41C00000000
2189,5945.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[939456],2 WINTER ST, , , , ,192800.00000000,354400.00000000,9000.00000000,556200.00000000,1.84000000,1970.00000000,0.34000000,741923.00000000,1648144.38913444,0.34000000,33.75000000,0.22000000,6.00000000,63.00000000,1.00000000,17.00000000,26664.00000000,309136.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,27.10000000,17.00000000,14.00000000,10401.00000000,58720.00000000,0.32000000,0.75000000,0.93000000,0.65000000,0.19000000,2.53000000,1.00000000,48319.00000000,69.00000000,2724.00000000,29.90000000,2.00000000,10.20000000,-70.95655755,42.19995581,8500000011000000080010006A690000A901000001100004B59CB081B415ABB7D1E9A3119C779AAA06F47F9AF704FA8B05ACB807DCD60486EB04CA8C05989D02D8C91DAC9404DCE8038247CAFB10BA9B02AAC40BD8CA0DA8B202FE8803B0A308D0F40B809810F6B5168A9507D2A304A8E506CA8E0190A108E4C901B2D404B69D19000000F2
2190,6078.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[939894],450 WASHINGTON ST,53, , , ,194100.00000000,402500.00000000,22300.00000000,618900.00000000,2.07000000,1955.00000000,0.30000000,741923.00000000,1945845.01633362,0.32000000,28.31000000,0.22000000,35.00000000,68.00000000,0.00000000,17.00000000,21131.00000000,308434.00000000,0.00000000,0.00000000,0.00000000,0.00000000,6.90000000,0.00000000,0.00000000,0.00000000,15.00000000,12.00000000,11573.00000000,51537.00000000,0.20000000,0.75000000,1.00000000,0.65000000,0.14000000,2.53000000,1.00000000,39963.00000000,70.00000000,2727.00000000,28.90000000,2.00000000,10.10000000,-70.95733286,42.20853234,4600000006000000080010006A6900002A01000001100004A3BBE080B4158DD1DDF2A311FEE10980D019D4A7019E830AE48835D0EB1FAC8611E2EA1A8A8B2F94821700000000
2191,5391.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,3.00000000,[934552 935335 941521],"1169, 1183, 1189 MAIN ST",18, , , ,662600.00000000,855900.00000000,30100.00000000,1548600.00000000,1.29000000,1979.00000000,0.71000000,741923.00000000,582500.56593213,2.66000000,93.68000000,0.75000000,0.00000000,43.00000000,0.00000000,11.70000000,5711.00000000,276082.00000000,0.00000000,0.00000000,32.30000000,0.00000000,73.30000000,0.00000000,0.00000000,91.40000000,36.00000000,29.00000000,28959.00000000,123676.00000000,0.07000000,0.66000000,0.69000000,0.60000000,0.47000000,2.52000000,1.00000000,94717.00000000,74.00000000,2744.00000000,24.70000000,2.00000000,9.60000000,-70.95602418,42.16382491,9600000015000000080010006A690000BA0100000110000491EBAF82B4158BA6BFC3A311D437BEF720E853908721D28D2FA6B301B25EC8EE25E4D2269A8101F6C22686DA01D2F311B03CECA103860CCCBF0BD88502AC6DDCDC03A89B03FCE20DB0DE09DEFD29909507C0AE2192A50FD495018ECE41D0FC04B6DD07C250B4C230CCE701E82984BC0E860882A30DFC4CB8F02A00000000
2192,6291.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,7.00000000,Town & Village,4.00000000,[ 941242  950155  950628 2056677],13 - 21 WASHINGTON ST; 6 - 8 BROOKSIDE RD,53,Weymouth Landing/East Braintree,Commuter Rail, ,271300.00000000,833300.00000000,600.00000000,1105200.00000000,3.07000000,1940.00000000,0.38000000,741923.00000000,2901245.83502878,0.38000000,61.11000000,0.11000000,15.00000000,69.00000000,0.00000000,15.80000000,49428.00000000,344718.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,18.00000000,12.00000000,20667.00000000,58578.00000000,1.22000000,0.75000000,1.00000000,0.68000000,0.10000000,2.51000000,1.00000000,37911.00000000,77.00000000,2772.00000000,21.60000000,2.00000000,8.60000000,-70.96856555,42.21959642,C00000001A000000080118006A690000A40200000100000086E4BDF7B315BFD9D7FEA311EDB401EE940FFA79E2AE0AF257D2FA04C29B01C89F0BD08601D49D0A96A301E69A01A89303948A05A4A519ECDE16A2BD05BEFC06C2DF01BAE501B4C713B4E217E0A70C98D60AFAFF11A09811C8D210BEDD11C92DF29D03A902CA03C937EA8804C7E4BDF7B315FFD9D7FEA311B0C1BDF7B31591CDDCFEA311F4AD10DCED0F9EFA0DC2A00EADD5028C9A19831BA2A2029D1992E901F7569E6700000000
2193,5456.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[940946],1049 MAIN ST,18, , , ,233400.00000000,371700.00000000,21500.00000000,626600.00000000,1.59000000,1960.00000000,0.27000000,741923.00000000,2293525.52431614,0.27000000,27.03000000,0.22000000,16.00000000,65.00000000,0.00000000,11.70000000,11915.00000000,283065.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,14.00000000,11.00000000,11717.00000000,47538.00000000,0.27000000,0.73000000,1.00000000,0.62000000,0.17000000,2.51000000,1.00000000,35820.00000000,76.00000000,2766.00000000,22.70000000,2.00000000,8.80000000,-70.95561344,42.16868390,3F00000005000000080010006A6900002302000001100004B7A5A682B415B388D8C8A311F2902598F308DA9808F8A526928D2EE4E809C664849B2700F20015
2194,5250.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000,Suburban Transformation,2.00000000,[934643 936177],1390 - 1400 MAIN ST,18,South Weymouth,Commuter Rail, ,404200.00000000,549400.00000000,32700.00000000,986300.00000000,1.36000000,1965.00000000,0.54000000,741923.00000000,984760.42813657,1.00000000,82.77000000,0.71000000,44.00000000,49.00000000,0.00000000,11.70000000,5711.00000000,269532.00000000,0.00000000,0.00000000,0.00000000,22.20000000,46.20000000,0.00000000,0.00000000,75.20000000,29.00000000,24.00000000,18444.00000000,82652.00000000,0.12000000,0.68000000,0.76000000,0.60000000,0.40000000,2.51000000,1.00000000,64208.00000000,75.00000000,2760.00000000,23.70000000,2.00000000,9.00000000,-70.95474916,42.15663869,650000000C000000080010006A69000089010000011000048BDFA383B4159B99C6BBA311C29016B88F2FD4FE029EAA06FCB515AEB22CF4BF19F49C06EA9505CCA001FA01FC93068830E2A436A013E4ED16DC02D2D307B410C8BE16AAC94C98871700000000
2195,6610.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[939754],300 BRIDGE ST,3A, , , ,191000.00000000,438500.00000000,10400.00000000,639900.00000000,2.30000000,1997.00000000,0.32000000,741923.00000000,1974417.98737894,0.32000000,29.58000000,0.21000000,22.00000000,72.00000000,0.00000000,16.70000000,52057.00000000,245800.00000000,0.00000000,52.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,15.00000000,11966.00000000,67672.00000000,0.29000000,0.63000000,1.00000000,0.67000000,0.18000000,2.48000000,1.00000000,55705.00000000,78.00000000,2807.00000000,20.60000000,2.00000000,7.50000000,-70.95367131,42.24304831,5500000009000000080010006A69000039010000011000048FEC9B83B415A1E2BF97A411CA5FBCA007CCCA1DFA8803B09D04EAFC2EB29A1EB0CF029A9D1082C801FC9404A8DE20DCBB0FD25FCE5CA0CD0600000000
2196,5660.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,7.00000000, ,1.00000000,[940075],485 COLUMBIAN ST, , , , ,162100.00000000,360000.00000000,9400.00000000,531500.00000000,2.22000000,1930.00000000,0.31000000,741923.00000000,1718797.26679902,0.31000000,29.01000000,0.17000000,28.00000000,58.00000000,0.00000000,19.30000000,12157.00000000,317584.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,16.00000000,13.00000000,9939.00000000,50721.00000000,0.39000000,0.71000000,1.00000000,0.63000000,0.14000000,2.47000000,1.00000000,40782.00000000,79.00000000,2816.00000000,19.60000000,1.00000000,7.20000000,-70.97085184,42.18149315,5C0000000A000000080010006A6900008001000001100004B5838AF6B315AB999DD6A311D8870D8AF102E6D50FFAD710D8BB07D6FA079CCB04E0E40490FB1EEAEF17A8B61DBCE220DEF20CA4C809F4AC0254ECC50D848A081A000000
2197,5936.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,2.00000000,[935519 945784],957 - 969 WASHINGTON ST,53, , , ,350400.00000000,887500.00000000,26600.00000000,1264500.00000000,2.53000000,1935.00000000,0.53000000,741923.00000000,1296485.65865184,0.98000000,86.50000000,0.57000000,33.00000000,63.00000000,0.00000000,16.30000000,15993.00000000,265553.00000000,0.00000000,0.00000000,2.70000000,0.00000000,45.90000000,0.00000000,0.00000000,83.80000000,27.00000000,21.00000000,23646.00000000,80113.00000000,0.29000000,0.73000000,0.78000000,0.63000000,0.27000000,2.47000000,1.00000000,56467.00000000,80.00000000,2821.00000000,18.60000000,1.00000000,7.00000000,-70.93738398,42.19908428,CE01000053000000080010006A690000B2060000011000048D81A290B415BFFB9BE9A311EEA215909B06C2FF14948F06F2C60FA8B904F8D502C6920E94FC0FD6DD049E9E01E423828B02E4179E9E018409AED102E4119C9E01E81A94CD01C45FB4EE01F67998B101C82F80EA01F229988A01D83E9259DCBE018871DEB803A43BE2B5028277CED6019459FA8501A8A301CCD3018A6BC0749AC101DAB501A2D201DEAC01AC8301CC59A0B801C06B849101D4478E9B06E0E402EC8E02C89507F8F002D8860AEA9A01C68C04C631FC9701F44EC4FD01D82AF69701EA40C08902EC23F89701E035C08902E826D8D601D216F69701D007F49D050AE4BB04AA55E6AF029C2AEEA001AE2BCE9C018835C0C601BC3BD6F701882AD2A901943FF88802A821C898018E45C8BE02941FF0A0018A6ED4CA01B240F29701865DFCFC019E2AF49701B837F88802B61DD4D601900BF6970136FC88028EA302F4FF06963CF097018677E2B2019476C46BBCE201EC8E0196CD01D63B909C01E62390BC02D435A8AE01DA14BCC501F420B4A001F408A0C002E60E9C9E010A9AB802EC05ACA001EE11968702D82F8E9C01E62396CD01D63B98C701CC53809B01F845A2CE189A8866D28E0C84C303E2F21FBCA20900000000
2198,5762.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,7.00000000, ,1.00000000,[939627],5 LIBERTY SQUARE, , , , ,193800.00000000,412600.00000000,14300.00000000,620700.00000000,2.13000000,1965.00000000,0.33000000,741923.00000000,1874224.32215575,0.33000000,26.66000000,0.18000000,0.00000000,49.00000000,0.00000000,19.30000000,12024.00000000,304769.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,17.00000000,13.00000000,11607.00000000,54321.00000000,0.22000000,0.68000000,1.00000000,0.63000000,0.16000000,2.47000000,1.00000000,42714.00000000,81.00000000,2822.00000000,17.50000000,1.00000000,7.00000000,-70.95612571,42.18936592,610000000B000000080010006A6900008501000001100004A9DDDD81B415A9FB98DEA311BCAF01B6991CC0E804B09F09D2F301A0CB08E24D90D217E2F30BE2FE02E6E302F457FADD16E4DC05928916DEFD3ABCF90EC6C001ACAA068819000000F2
2199,5189.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000,Suburban Transformation,1.00000000,[941548],1471 MAIN ST,18,South Weymouth,Commuter Rail, ,186500.00000000,212100.00000000,8900.00000000,407500.00000000,1.14000000,1987.00000000,0.26000000,741923.00000000,1571963.23681019,0.26000000,20.55000000,0.16000000,30.00000000,35.00000000,0.00000000,11.70000000,5711.00000000,268162.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,14.00000000,11.00000000,7620.00000000,39800.00000000,0.32000000,0.63000000,1.00000000,0.60000000,0.23000000,2.46000000,1.00000000,32179.00000000,83.00000000,2844.00000000,15.50000000,1.00000000,6.30000000,-70.95559405,42.15387445,3E00000005000000080010006A6900002201000001100004B7C2BE82B41581DAE3B8A311941896FF1AD29541E0C203A2A907E4D9179CD339AE1C0000F200
2200,5637.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,1.00000000,[937923],46 PARK AVE, , , , ,165000.00000000,764500.00000000,8500.00000000,938000.00000000,4.63000000,1960.00000000,0.38000000,741923.00000000,2392301.92664844,0.39000000,37.08000000,0.23000000,5.00000000,57.00000000,1.00000000,16.30000000,14892.00000000,286186.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.20000000,0.00000000,0.00000000,0.00000000,19.00000000,16.00000000,17541.00000000,58207.00000000,0.23000000,0.72000000,1.00000000,0.63000000,0.13000000,2.46000000,1.00000000,40666.00000000,82.00000000,2835.00000000,16.50000000,1.00000000,6.60000000,-70.95275596,42.17982907,670000000D000000080010006A6900008B01000001100004B388BF84B415B3CDA5D4A311F00AA2B60EEC1E968C08EA0C9CFD0698269AF102FCD51A9023C08B03B4AF10D09B1084269CA603FCD81D988F03EEFB2494CF1CF20F90980BC412DE11AACB1100F20015
2201,6214.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000,Town & Village,1.00000000,[940028],1353 COMMERCIAL ST, ,East Weymouth,Commuter Rail, ,191500.00000000,604900.00000000,3500.00000000,799900.00000000,3.16000000,1948.00000000,0.30000000,741923.00000000,2564710.80005760,0.31000000,28.42000000,0.08000000,7.00000000,75.00000000,1.00000000,14.10000000,24538.00000000,255349.00000000,0.00000000,0.00000000,0.00000000,0.00000000,5.00000000,0.00000000,0.00000000,0.00000000,14.00000000,10.00000000,14958.00000000,42146.00000000,0.66000000,0.78000000,1.00000000,0.64000000,0.05000000,2.45000000,1.00000000,27188.00000000,84.00000000,2863.00000000,14.40000000,1.00000000,5.60000000,-70.92548359,42.21522681,4C00000007000000080010006A69000030010000011000049BCDE599B415ABE0F8F9A311EAEB048AD521CAFE27E4EA0BF4E00FC2AB04EA8006C0F801969108F0F119BCB93A8CAA0AF2001500
2202,5526.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,1.00000000,[940757],94 PLEASANT ST, , , , ,188100.00000000,658800.00000000,4900.00000000,851800.00000000,3.50000000,1950.00000000,0.28000000,741923.00000000,3043857.40534919,0.28000000,23.28000000,0.09000000,45.00000000,71.00000000,0.00000000,15.30000000,12110.00000000,294826.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,14.00000000,11.00000000,15929.00000000,42464.00000000,0.76000000,0.76000000,1.00000000,0.63000000,0.07000000,2.43000000,1.00000000,26535.00000000,89.00000000,2885.00000000,9.30000000,1.00000000,4.90000000,-70.95211776,42.17418510,4600000006000000080010006A6900002A01000001100004BF9D8885B415A9CAA5CEA311CA9216ACB427D8BF0CAEFC03D09E13C2C70BB8861CF4E530BAE8199CFB1000000000
2203,6209.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000,Town & Village,1.00000000,[937089],1455 COMMERCIAL ST, ,East Weymouth,Commuter Rail, ,201900.00000000,697000.00000000,21700.00000000,920600.00000000,3.45000000,1970.00000000,0.47000000,741923.00000000,1978669.85324113,0.47000000,41.52000000,0.26000000,13.00000000,48.80000000,1.00000000,5.40000000,23564.00000000,251526.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,7.90000000,22.00000000,15.00000000,17215.00000000,66187.00000000,0.36000000,0.69000000,0.98000000,0.63000000,0.14000000,2.43000000,1.00000000,48972.00000000,88.00000000,2883.00000000,10.30000000,1.00000000,5.00000000,-70.92278971,42.21488922,A300000019000000080010006A690000870200000110000487C5ED9BB41581E6B5F9A311EC66A0F312E65FAAF626EE10B88701C0288CAF01D22CB68A01EE64908102F0329E63EE75809D01E08E01BC8B01E883018868D082018A4BE0AA01B44CFE9501982EC08D01A617D48F01BE05EEC201C20FE2D101E029E2AD01D24AD2EB15DEA20DCEB117F8DB11969C17D2E917B637D239B8B50DE8FB0CB6FD18A61900000000
2204,6579.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[940528],257 BRIDGE ST,3A, , , ,189200.00000000,597100.00000000,11900.00000000,798200.00000000,3.16000000,1980.00000000,0.29000000,741923.00000000,2754706.32949041,0.29000000,28.77000000,0.16000000,19.00000000,62.00000000,0.00000000,13.50000000,43586.00000000,256244.00000000,0.00000000,9.90000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,15.00000000,12.00000000,14926.00000000,50418.00000000,0.43000000,0.70000000,1.00000000,0.66000000,0.09000000,2.43000000,1.00000000,35492.00000000,87.00000000,2880.00000000,11.30000000,1.00000000,5.10000000,-70.95508920,42.24242637,660000000C000000080010006A6900008A010000011000049B969A82B41599D9BE96A411F29102A6F811DEB9018AD00EC4E40188C913F4AA1CEEA402FAC601DA54DCA501C88501C278F2B501C03CD0CE01AA02DCCE01B4EA03F08F2E828D22A6CE0200000000
2205,5655.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,7.00000000, ,1.00000000,[934449],431 COLUMBIAN ST, , , , ,211400.00000000,622300.00000000,25000.00000000,858700.00000000,2.94000000,1988.00000000,0.70000000,741923.00000000,486853.20391155,1.76000000,65.62000000,0.50000000,0.00000000,42.00000000,0.00000000,19.30000000,12157.00000000,309376.00000000,0.00000000,0.00000000,27.70000000,0.00000000,60.10000000,0.00000000,0.00000000,82.10000000,36.00000000,29.00000000,16058.00000000,115518.00000000,0.11000000,0.65000000,0.73000000,0.63000000,0.35000000,2.43000000,1.00000000,99460.00000000,86.00000000,2874.00000000,12.40000000,1.00000000,5.30000000,-70.96896106,42.18076634,8000000010000000080010006A690000A401000001100004B9BBFFF7B315ABE1B0D5A311B08A1C92EA1FD6A41498C521C6AE058CCF07E2F714B2C60DD826F48803FE37FAED05ECB301FAA812EC9E08DCF831EEF918DEA102E4CF16C49B04E4A957DEDA0EB8AD06C6D505BA9026EEC221B4E629C4CA248CBD4D94CB5700000000
2206,6566.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[939691],11 SEA ST, , , , ,163400.00000000,363000.00000000,14400.00000000,540800.00000000,2.22000000,1977.00000000,0.33000000,741923.00000000,1648785.86141415,0.33000000,23.05000000,0.16000000,36.00000000,63.00000000,0.00000000,13.50000000,39361.00000000,243472.00000000,39.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,17.00000000,13.00000000,10113.00000000,57072.00000000,0.19000000,0.63000000,1.00000000,0.66000000,0.15000000,2.43000000,1.00000000,46959.00000000,85.00000000,2873.00000000,13.40000000,1.00000000,5.30000000,-70.94454770,42.24213200,5100000008000000080010006A6900003501000001100004B7DDBF8AB41587CBCF96A411E88811A09E02C0E2119AAA02F46AFEB40BE08A03C8C9298AD313C8B004B8F610D28C04BA9502A6F138000000F2
2207,6611.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,4.00000000, ,1.00000000,[935554],138 BRIDGE ST,3A, , , ,224800.00000000,648500.00000000,36300.00000000,909600.00000000,2.88000000,2015.00000000,0.39000000,741923.00000000,1163063.20878164,0.78000000,60.22000000,0.38000000,29.00000000,54.00000000,0.00000000,16.70000000,52057.00000000,292014.00000000,0.00000000,0.00000000,4.70000000,0.00000000,50.10000000,0.00000000,0.00000000,79.30000000,24.00000000,18.00000000,17010.00000000,81420.00000000,0.17000000,0.70000000,0.79000000,0.67000000,0.21000000,2.42000000,1.00000000,64410.00000000,90.00000000,2893.00000000,8.20000000,1.00000000,4.60000000,-70.96017103,42.24296848,650000000C000000080010006A6900008901000001100004A9A6AAFEB3159989C997A411DCF412C2EE05FEBB13F8F705C0B305EAC002D8ED1EFCCA07E417F0AE34AE9E06FC51A8CA1AE8FF0188AB05DA3284A60DC84D98EC12CA7F9CC104A0F04E00000000
2208,5901.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,1.00000000,[940538],1166 WASHINGTON ST,53, , , ,188900.00000000,521500.00000000,14300.00000000,724700.00000000,2.76000000,1950.00000000,0.29000000,741923.00000000,2503469.71158634,0.29000000,27.03000000,0.13000000,14.00000000,55.00000000,0.00000000,5.40000000,15441.00000000,266259.00000000,15.60000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,15.00000000,12.00000000,13552.00000000,43926.00000000,0.49000000,0.66000000,1.00000000,0.62000000,0.10000000,2.35000000,1.00000000,30374.00000000,91.00000000,2943.00000000,7.20000000,1.00000000,3.00000000,-70.92872118,42.19711928,7B00000010000000080010006A6900009F01000001100004B181B397B415ADD9F2E6A311EAAC1996C513EEE70DF4C50BCED517C4FA14CC62ECBE01C229D08801D02DEC9802BA0ED8D601A632DCCA019259E0BE01807AE4B201BC8501F48E01948818D4D20C86821A8CB82284FA02D6E201B8820894F70400000000
2209,5374.00000000,336.00000000,Weymouth,379.00000000,385.00000000,Maturing Suburbs,Norfolk County,South Shore (SSC) Subregion,6.00000000, ,1.00000000,[935956],1202 MAIN ST,18, , , ,213200.00000000,385800.00000000,23500.00000000,622500.00000000,1.81000000,2000.00000000,0.37000000,741923.00000000,993309.20673720,0.63000000,38.65000000,0.28000000,42.00000000,43.00000000,0.00000000,15.30000000,6442.00000000,241704.00000000,0.00000000,0.00000000,0.00000000,0.00000000,40.20000000,0.00000000,0.00000000,73.50000000,19.00000000,15.00000000,11641.00000000,56897.00000000,0.18000000,0.66000000,0.82000000,0.60000000,0.22000000,2.32000000,1.00000000,45256.00000000,92.00000000,2956.00000000,6.20000000,1.00000000,2.60000000,-70.95474928,42.16306231,4200000006000000080010006A6900002601000001100004A5A69283B415B3F2E7C2A311C64C28FC884A9E4DB4BC01E49232BC9A4AD4F301EE8201B2B7330000F200
