"mode","season","route_id","route_name","dir_id","day_type_id","day_type_name","stop_name","parent_station","total_ons","total_offs","number_service_days","hour_of_service","average_ons","average_offs","average_flow"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","132","15338","73","22:00:00","2","210","192"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Revere Beach","place-rbmnl","85","14350","73","23:00:00","1","197","161"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","16413","250","73","00:00:00","225","3","488"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","2532","67","73","01:00:00","35","1","84"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","570","14","73","02:00:00","8","0","20"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","1","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","4","0","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","6343","187","73","05:00:00","87","3","145"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","13116","403","73","06:00:00","180","6","304"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","17673","833","73","07:00:00","242","11","412"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","18124","1382","73","08:00:00","248","19","441"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","17669","1341","73","09:00:00","242","18","456"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","21787","903","73","10:00:00","298","12","568"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","25188","1069","73","11:00:00","345","15","674"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","33848","1336","73","12:00:00","464","18","900"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","39915","1327","73","13:00:00","547","18","1019"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","67243","1786","73","14:00:00","921","24","1632"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","83099","2451","73","15:00:00","1138","34","2224"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","102564","3008","73","16:00:00","1405","41","2781"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","111968","2492","73","17:00:00","1534","34","2947"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","72684","1679","73","18:00:00","996","23","1943"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","51355","999","73","19:00:00","703","14","1379"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","38054","745","73","20:00:00","521","10","1028"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","37576","563","73","21:00:00","515","8","1018"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","44157","622","73","22:00:00","605","9","1337"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","State","place-state","34137","444","73","23:00:00","468","6","1070"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","31","960","73","00:00:00","0","13","260"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","15","280","73","01:00:00","0","4","57"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","2","44","73","02:00:00","0","1","12"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","1","0","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","114","71","73","05:00:00","2","1","37"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","259","236","73","06:00:00","4","3","116"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","183","556","73","07:00:00","3","8","144"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","123","815","73","08:00:00","2","11","134"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","194","828","73","09:00:00","3","11","153"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","267","1291","73","10:00:00","4","18","220"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","238","1491","73","11:00:00","3","20","253"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","177","1968","73","12:00:00","2","27","358"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","208","2341","73","13:00:00","3","32","420"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","274","3858","73","14:00:00","4","53","629"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","290","6313","73","15:00:00","4","86","958"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","390","6361","73","16:00:00","5","87","1204"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","372","6874","73","17:00:00","5","94","1449"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","254","4380","73","18:00:00","3","60","925"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","146","2946","73","19:00:00","2","40","612"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","83","2294","73","20:00:00","1","31","496"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","184","2003","73","21:00:00","3","27","462"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","554","2560","73","22:00:00","8","35","582"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Suffolk Downs","place-sdmnl","112","2384","73","23:00:00","2","33","530"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","6174","73","00:00:00","0","85","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","1284","73","01:00:00","0","18","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","304","73","02:00:00","0","4","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","1","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","6","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","1281","73","05:00:00","0","18","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","4568","73","06:00:00","0","63","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","5566","73","07:00:00","0","76","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","5004","73","08:00:00","0","69","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","5094","73","09:00:00","0","70","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","6964","73","10:00:00","0","95","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","8416","73","11:00:00","0","115","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","11579","73","12:00:00","0","159","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","13904","73","13:00:00","0","190","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","21180","73","14:00:00","0","290","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","30474","73","15:00:00","0","417","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","39687","73","16:00:00","0","544","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","55053","73","17:00:00","0","754","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","33954","73","18:00:00","0","465","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","20919","73","19:00:00","0","287","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","15515","73","20:00:00","0","213","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","12921","73","21:00:00","0","177","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","13615","73","22:00:00","0","187","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wonderland","place-wondl","0","12228","73","23:00:00","0","168","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","221","3449","73","00:00:00","3","47","354"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","33","862","73","01:00:00","0","12","82"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","10","173","73","02:00:00","0","2","17"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","0","0","73","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","0","0","73","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","278","1915","73","05:00:00","4","26","62"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","605","3287","73","06:00:00","8","45","152"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","719","3884","73","07:00:00","10","53","204"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","450","2593","73","08:00:00","6","36","195"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","476","2138","73","09:00:00","7","29","226"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","580","2629","73","10:00:00","8","36","318"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","500","2930","73","11:00:00","7","40","373"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","673","3881","73","12:00:00","9","53","511"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","803","4819","73","13:00:00","11","66","617"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","1196","7046","73","14:00:00","16","97","909"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","1889","10736","73","15:00:00","26","147","1440"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","1789","10921","73","16:00:00","25","150","1739"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","1656","11067","73","17:00:00","23","152","2066"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","1059","8090","73","18:00:00","15","111","1266"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","660","6399","73","19:00:00","9","88","878"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","532","4985","73","20:00:00","7","68","677"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","478","5304","73","21:00:00","7","73","673"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","464","7586","73","22:00:00","6","104","825"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_01","Weekday","Wood Island","place-wimnl","523","6613","73","23:00:00","7","91","753"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","697","2103","15","00:00:00","46","140","414"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","157","634","15","01:00:00","10","42","134"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","32","207","15","02:00:00","2","14","43"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","0","0","15","03:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","0","0","15","04:00:00","0","0","0"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","177","279","15","05:00:00","12","19","61"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","432","683","15","06:00:00","29","46","141"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","454","673","15","07:00:00","30","45","162"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","485","712","15","08:00:00","32","47","156"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","611","954","15","09:00:00","41","64","199"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","764","1373","15","10:00:00","51","92","279"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","872","1909","15","11:00:00","58","127","343"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","999","2422","15","12:00:00","67","161","433"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1020","2586","15","13:00:00","68","172","513"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1252","3770","15","14:00:00","83","251","742"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1501","4250","15","15:00:00","100","283","876"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1432","4323","15","16:00:00","95","288","900"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1509","4377","15","17:00:00","101","292","924"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1399","3862","15","18:00:00","93","257","800"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1478","3642","15","19:00:00","99","243","756"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1309","3013","15","20:00:00","87","201","622"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1343","2775","15","21:00:00","90","185","590"
"Heavy Rail","Fall 2025","Blue","Blue Line","EB","day_type_02","Saturday","Airport","place-aport","1489","3290","15","22:00:00","99","219","689"
